word,similarity,source
信息战,0.6907389760017395,Renda
情报战,0.6134133338928223,Renda
混合战争,0.598563551902771,Renda
倍增器,0.586895227432251,Renda
指挥中心,0.5770790576934814,Renda
制天权,0.5765989422798157,Renda
作战理念,0.5728977918624878,Renda
海空一体战,0.5681259632110596,Renda
军团,0.5617377758026123,Renda
一体战,0.5606829524040222,Renda
综合利用,0.559457540512085,Renda
制网权,0.5565674304962158,Renda
海上基地,0.555533766746521,Renda
拒止,0.5502467155456543,Renda
实战化,0.5397198796272278,Renda
现代战争,0.5364892482757568,Renda
认知战,0.5350872278213501,Renda
施威,0.5349235534667969,Renda
非洲司令部,0.5325629115104675,Renda
反潜战,0.5318564772605896,Renda
