word,similarity,source
执法,0.698863685131073,CNKI
海警法,0.6481156945228577,CNKI
法治建设,0.5941603183746338,CNKI
维权,0.5929855704307556,CNKI
专业化,0.5470277070999146,CNKI
高素质,0.5454380512237549,CNKI
空港新城,0.5418292284011841,CNKI
联防,0.5354707837104797,CNKI
产业布局,0.5345194935798645,CNKI
必由之路,0.5305970907211304,CNKI
港务公司,0.5287463068962097,CNKI
细化,0.5233785510063171,CNKI
保安厅,0.522213339805603,CNKI
体系化,0.5203906297683716,CNKI
宁德,0.5191734433174133,CNKI
规划建设,0.5157665610313416,CNKI
平战结合,0.5132918953895569,CNKI
之策,0.5130400657653809,CNKI
管理办法,0.5124563574790955,CNKI
海洋强国,0.5114776492118835,CNKI
