word,similarity,source
法规,0.7563251852989197,Pishu
立法,0.6969635486602783,Pishu
合同法,0.6897854804992676,Pishu
上位法,0.6842486262321472,Pishu
予以保障,0.6841765642166138,Pishu
法律规范,0.6807417273521423,Pishu
刑事诉讼法,0.6639541983604431,Pishu
行政法规,0.6615544557571411,Pishu
社会法,0.6566400527954102,Pishu
条文,0.6560108065605164,Pishu
法律体系,0.6539800763130188,Pishu
民法通则,0.6519700288772583,Pishu
行政诉讼法,0.6512920260429382,Pishu
国际人权法,0.6452289819717407,Pishu
成文法,0.6447141766548157,Pishu
省令,0.641389787197113,Pishu
尊重和保障人权,0.6405297517776489,Pishu
地方性法规,0.6393735408782959,Pishu
根本大法,0.6368891000747681,Pishu
物权法,0.6367981433868408,Pishu
