word,similarity,source
威吓,0.7274922728538513,Renda
知难而退,0.6929826140403748,Renda
威逼,0.6861989498138428,Renda
伸手,0.6844509840011597,Renda
无所不用其极,0.6709653735160828,Renda
就范,0.6696745753288269,Renda
敲诈,0.6663808822631836,Renda
击退,0.6615171432495117,Renda
肌肉,0.6564283967018127,Renda
不择手段,0.6556625366210938,Renda
挥舞,0.6546574831008911,Renda
轻举妄动,0.6526777148246765,Renda
吓阻,0.648374617099762,Renda
绞杀,0.6460475921630859,Renda
香肠,0.6457145810127258,Renda
慎用,0.6442855000495911,Renda
有限核,0.6432768106460571,Renda
恐吓,0.6417267322540283,Renda
蛮横,0.6409561038017273,Renda
劝阻,0.6383312940597534,Renda
