word,similarity,source
空海一体战,0.7030804753303528,Pishu
拒止,0.6911070346832275,Pishu
反舰弹道导弹,0.6877860426902771,Pishu
作战理念,0.6809239387512207,Pishu
防御力量,0.6693977117538452,Pishu
一体战,0.6642745137214661,Pishu
海上力量,0.6424415111541748,Pishu
巡航导弹,0.6403567790985107,Pishu
联合作战,0.6387571096420288,Pishu
作战,0.6376410126686096,Pishu
反舰导弹,0.6342508792877197,Pishu
机动作战,0.6286851167678833,Pishu
威慑性,0.6279535889625549,Pishu
慑止,0.6261611580848694,Pishu
电子战,0.6243041753768921,Pishu
激光武器,0.6238211393356323,Pishu
海空一体战,0.6187683939933777,Pishu
投送,0.6175253391265869,Pishu
反潜战,0.6136202216148376,Pishu
海外基地,0.6112392544746399,Pishu
