word,similarity,source
拒止,0.6658945679664612,Renda
一体战,0.6052554845809937,Renda
联合作战,0.5997869968414307,Renda
反舰弹道导弹,0.5948741436004639,Renda
海空一体战,0.5835762023925781,Renda
空海一体战,0.5835121273994446,Renda
蓝水,0.5775919556617737,Renda
攻防兼备,0.5659434795379639,Renda
作战半径,0.5634098649024963,Renda
远程,0.5548244118690491,Renda
跨域,0.5537245869636536,Renda
陆基导弹,0.5527119040489197,Renda
作战,0.5518837571144104,Renda
军事能力,0.5518162846565247,Renda
陆基,0.5511041879653931,Renda
反舰导弹,0.5503906011581421,Renda
海基,0.5458994507789612,Renda
战斗能力,0.545412540435791,Renda
敌方,0.5439854860305786,Renda
战力,0.5410661101341248,Renda
