Term,PMI,NPMI,CoocCount,TermFreq,InTermFreq
拒止,3.9159611865490715,0.5331786379155787,72,120,1332
核威慑,3.384263988297996,0.4890029645281558,110,312,1332
慑止,3.687119614120224,0.4676976391545585,42,88,1332
核战争,3.4459575573033363,0.4636917984186124,66,176,1332
实战,3.5182181245348176,0.45869978158441915,52,129,1332
宋久光,4.426786810315062,0.4503589131372555,6,6,1332
威慑能力,3.3744255392977083,0.4473178552237919,59,169,1332
张静怡,4.426786810315062,0.4421575652241149,5,5,1332
性威慑,4.426786810315062,0.4421575652241149,5,5,1332
有限核,4.021321702206898,0.44014691008303847,12,18,1332
常规,2.988014511946555,0.43508648573991227,116,489,1332
拒止性威慑,4.244465253521108,0.4239468722103831,5,6,1332
江天骄,4.244465253521108,0.4239468722103831,5,6,1332
吓阻,3.59198911269209,0.42329762406020977,23,53,1332
量身定制,3.8671710223796394,0.42327461026779806,12,21,1332
有限核战争,3.6211616463284266,0.42220913984102176,21,47,1332
核威慑效应,4.139104737863281,0.4210915932887905,6,8,1332
训练场地,4.426786810315062,0.42069279701615536,3,3,1332
威慑者,4.426786810315062,0.42069279701615536,3,3,1332
戈兰施奈德,4.426786810315062,0.42069279701615536,3,3,1332
国威,3.5104960784409074,0.4197587847996602,26,65,1332
核武器,2.556651022734258,0.41377752320648703,231,1499,1332
核战略,3.532968934292966,0.40465340305095504,18,44,1332
可信,3.0069697571565284,0.4046211223731426,66,273,1332
施威,3.887790309582375,0.40182577077381265,7,12,1332
可信度,3.144561809089378,0.40007027851728827,43,155,1332
示善,3.9159611865490715,0.3983900963453895,6,10,1332
核大战,3.798178150892688,0.39805752250795995,8,15,1332
美国印太司令部,3.798178150892688,0.39805752250795995,8,15,1332
战略威慑,3.250787858031533,0.3938473808376824,29,94,1332
核作战,4.139104737863281,0.3933533788564337,3,4,1332
暗喻,4.139104737863281,0.3933533788564337,3,4,1332
埃尔布里奇科尔比,4.139104737863281,0.3933533788564337,3,4,1332
防御者,4.021321702206898,0.392901756741084,4,6,1332
攻防兼备,3.733639629755117,0.3858934002485234,7,14,1332
进攻方,3.673015007938682,0.3849401465939651,8,17,1332
报复,2.8326163700117504,0.38115994088697086,66,325,1332
跨域,3.551318072961162,0.3810983811514843,10,24,1332
陆基中导,3.8671710223796394,0.37784052130853363,4,7,1332
六十年代,3.733639629755117,0.3729244435874006,5,10,1332
平泽,3.9159611865490715,0.37214727863951097,3,5,1332
华核,3.9159611865490715,0.37214727863951097,3,5,1332
打不赢,3.9159611865490715,0.37214727863951097,3,5,1332
可移动,3.9159611865490715,0.37214727863951097,3,5,1332
常规战,3.9159611865490715,0.37214727863951097,3,5,1332
混编,4.021321702206898,0.3679807429287051,2,3,1332
海外盟友,4.021321702206898,0.3679807429287051,2,3,1332
准备就绪,4.021321702206898,0.3679807429287051,2,3,1332
布建,4.021321702206898,0.3679807429287051,2,3,1332
约翰海顿,4.021321702206898,0.3679807429287051,2,3,1332
以攻代守,4.021321702206898,0.3679807429287051,2,3,1332
火箭部队,4.021321702206898,0.3679807429287051,2,3,1332
远遁,4.021321702206898,0.3679807429287051,2,3,1332
西太地区,4.021321702206898,0.3679807429287051,2,3,1332
生效机制,4.021321702206898,0.3679807429287051,2,3,1332
安德鲁克,4.021321702206898,0.3679807429287051,2,3,1332
震网,4.021321702206898,0.3679807429287051,2,3,1332
一小时内,4.021321702206898,0.3679807429287051,2,3,1332
心地,4.021321702206898,0.3679807429287051,2,3,1332
十余万,4.021321702206898,0.3679807429287051,2,3,1332
汉江,4.021321702206898,0.3679807429287051,2,3,1332
远程武器,4.021321702206898,0.3679807429287051,2,3,1332
军需品,4.021321702206898,0.3679807429287051,2,3,1332
环球银行间金融通信协会,4.021321702206898,0.3679807429287051,2,3,1332
意外战争,4.021321702206898,0.3679807429287051,2,3,1332
